gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,No,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,81,1312.15,Yes
Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),41.1,1597.05,No
Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),45,524.35,No
Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.25,6812.95,No
Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),78.35,1837.9,No
Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,69.8,Yes
Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Mailed check,73.75,545.15,Yes
Female,Yes,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),33.45,1500.25,No
Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,94.6,2283.15,No
Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),69.15,488.65,No
Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.25,2841.55,Yes
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,93.9,486.85,Yes
Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.4,204.7,Yes
Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,91.15,2995.45,Yes
Female,No,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,No,Credit card (automatic),24.9,505.95,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.95,137.95,Yes
Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,No,Electronic check,48.8,349.8,No
Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),63.05,1067.05,No
Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,100.85,3527.3,No
Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.5,3762,Yes
Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,80.55,1248.9,No
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,144.95,No
Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,117.45,5438.9,Yes
Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.4,1081.45,Yes
Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),59.05,1882.8,No
Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Bank transfer (automatic),76.55,2065.4,No
Male,Yes,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Yes,Electronic check,29.4,221.9,Yes
Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.9,3848,No
Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,781.25,No
Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,92.55,4779.45,No
Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Electronic check,65.6,250.1,No
Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,84.35,1745.2,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.65,74.9,Yes
Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,85.15,3670.5,No
Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Mailed check,49.7,1167.8,No
Male,No,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30.2,469.65,No
Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,25.25,58.9,Yes
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Bank transfer (automatic),84.05,333.55,Yes
Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.7,3171.15,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,74.7,74.7,Yes
Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Credit card (automatic),56.35,1381.2,No
Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,90.8,455.5,Yes
Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,107.55,3645.5,No
Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.15,3152.5,Yes
Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,90.85,3186.7,Yes
Female,No,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,No,Electronic check,39.2,849.9,No
Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.6,299.4,No
Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),99.95,3767.4,No
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Electronic check,59.8,3641.5,No
Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),49.75,2535.55,No
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,Electronic check,35.75,35.75,Yes
Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,46,181.6,Yes
Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.45,1539.8,No
Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed check,57.2,223.75,No
Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,97.05,4385.05,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.9,18.9,No
Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,50.9,225.6,Yes
Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.4,253.9,No
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,81,340.85,Yes
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.35,2515.3,Yes
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,No,Credit card (automatic),55.5,227.35,No
Male,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Mailed check,51,305.95,Yes
Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,91.65,365.4,Yes
Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Electronic check,100.2,198.5,No
Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.85,90.85,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,69.4,69.4,Yes
Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94.45,742.95,Yes
Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.4,251.65,No
Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.75,5597.65,No
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.15,20.15,Yes
Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.7,4816.7,Yes
Male,No,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.35,768.05,No
Female,No,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Mailed check,74.55,1215.8,No
Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.95,1834.95,Yes
Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,47.95,305.1,Yes
Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,No,Credit card (automatic),50.1,910.45,No
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Electronic check,63.6,155.65,Yes
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.85,52,No
Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,389.25,No
Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,Credit card (automatic),93.8,1261,No
Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Yes,Mailed check,36.85,108.7,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.1,44.1,Yes
Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,50.75,712.75,Yes
Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,39.3,1637.4,Yes
Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),59.65,2536.55,No
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card (automatic),79.55,958.25,No
Female,No,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,No,Mailed check,29.8,201.95,No
Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.5,285.2,No
Male,No,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.05,1529.45,No
Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.1,552.95,Yes
Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.7,93.7,Yes
Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),49.5,312.7,No
Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.35,834.2,Yes
Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.15,6953.4,No
Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Mailed check,55.7,899.8,Yes
Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,541.5,No
Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.5,4156.8,No
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,223.6,No
Male,Yes,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),34.65,768.45,No
Male,Yes,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),52.3,3765.05,No
Female,No,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Mailed check,65,2157.5,No
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.85,108.05,Yes
Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.6,1273.3,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3,Yes
Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,377.85,No
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.55,851.75,Yes
Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),50.3,355.1,No
Male,No,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,94.5,575.45,Yes
Female,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.15,1057.55,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.4,19.4,No
Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,78.8,1641.3,No
Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),85.35,1375.15,Yes
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,79.65,152.7,Yes
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.6,195.05,Yes
Male,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,Mailed check,96.8,1826.7,No
Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,90.6,1660,Yes
Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.6,2180.55,No
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Credit card (automatic),80.05,2835.9,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.15,45.15,No
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),73.15,2730.85,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.2,20.2,Yes
Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,105.35,5794.45,No
Male,No,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),45.65,747.2,No
Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),79.95,1267.95,No
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.85,724.65,No
Female,No,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.8,1536.75,No
Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.15,3615.6,Yes
Female,No,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Yes,Electronic check,35.2,607.3,No
Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,82.35,1852.85,Yes
Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),40.4,77.15,Yes
Female,No,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer (automatic),66.3,1923.5,No
Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.35,338.1,Yes
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Credit card (automatic),75.35,75.35,No
Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,92.15,3875.4,No
Male,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,95.7,1451.1,No
Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Mailed check,71.35,2847.2,No
Male,No,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,40.6,1494.5,No
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,41.85,No
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,54.4,475.1,No
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),94.7,673.1,Yes
Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.5,208.7,Yes
Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,150.75,No
Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Mailed check,96.75,3403.4,No
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,77,237.75,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,75.3,75.3,Yes
Male,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),106.65,1672.1,No
Female,No,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,59.45,3043.7,No
Female,No,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),58.6,2723.4,No
Female,No,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),49.7,1081.25,No
Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,85.5,4042.3,Yes
Female,Yes,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,83.4,4113.7,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,70.4,Yes
Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),85.9,3729.75,No
Female,No,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,49.85,1336.15,No
Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94,1078.9,Yes
Male,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,103.05,5925.75,No
Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,99.7,4747.2,No
Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Electronic check,30.45,226.45,Yes
Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.1,4364.1,Yes
Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.25,2433.9,Yes
Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.2,1217.25,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.75,19.75,No
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,72.6,154.3,No
Male,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,116.5,6382.55,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.25,89.25,No
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.25,86.05,No
Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.2,893.2,No
Male,No,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),30.1,810.85,No
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,43.15,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.35,35.1,No
Male,Yes,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.55,3851.45,No
Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.2,1743.5,Yes
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.25,684.85,No
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,74.35,74.35,No
Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Electronic check,54.15,1312.45,No
Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.45,159.2,No
Male,No,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,34.95,610.2,No
Female,No,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,53.65,404.35,No
Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65,Yes
Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.8,713.1,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,19.65,No
Female,No,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.9,505.95,No
Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.8,169.65,No
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,80.3,526.7,Yes
Female,No,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,No,Mailed check,45.8,1147,No
Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.1,3021.6,Yes
Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,69.35,191.35,Yes
Female,Yes,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,79.6,2718.3,Yes
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,Electronic check,36.45,36.45,Yes
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,101.5,2917.65,No
Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,54.3,54.3,No
Male,No,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No,Mailed check,70.7,225.65,No
Male,Yes,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.85,955.75,No
Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),91.2,3382.3,No
Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),40.65,933.3,Yes
Female,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),59.45,780.85,No
Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.9,764.95,Yes
Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,92.55,1614.7,No
Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),73.55,145.4,Yes
Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.5,270.15,No
